Title,Year,Citation,Retraction,Retraction Time (days),Open Access,Number of Authors,Number of Retractions by Publishers,Number of Retractions by Journal,SJR,Journal Discontinue,Total Retractions by Authors
The comparative study on the genetic diversity of the wild and cultured Haliotis asinina populations by RAPD technique,2010,0,1,54,1,2,7727.0,152.0,0.0,0,8
Screening and 16S rDNA sequence analysis of potassium bacterial strain from the Camellia oleifera rhizosphere environment,2010,1,1,54,1,3,7727.0,152.0,0.0,0,3
The effect of Sargassum fusiforme polysaccharides on the functioning of erythrocyte membrane of S180 mice by affecting Ca2+ channels,2010,0,1,54,1,4,7727.0,152.0,0.0,0,13
Effects of coronatine on morphology and hormones of different wheat varieties,2010,0,1,54,1,4,7727.0,152.0,0.0,0,4
Based on Support Vector Machine's Tumor Image Classifier Design,2010,0,1,55,1,2,7727.0,24.0,0.0,0,5
Toxicity analysis of landscape using reclaimed water controlled by GFH+BF treatment system,2010,0,1,54,1,4,7727.0,152.0,0.0,0,57
Studies on ecologicalization of Dioscorea zingiberensis industry,2010,0,1,54,1,2,7727.0,152.0,0.0,0,11
Comparative study on the responses to NaCl stress in the wild and hydroponic Nostoc flagelliforme,2010,2,1,54,1,5,7727.0,152.0,0.0,0,30
Genetic variation and differentiation of amphioxus Branchiostoma belcheri (gray) populations,2010,0,1,54,1,3,7727.0,152.0,0.0,0,17
Effect of juglone in Qinglongyi on cell cycle status and apoptosis in A-549 cells,2010,1,1,54,1,3,7727.0,152.0,0.0,0,8
"Effect of different improvement measures on growth, photosynthesis and yield of soybean in coal waste rock contaminated soil",2010,0,1,54,1,3,7727.0,152.0,0.0,0,3
Sequence analysis of manganese peroxidase in Phanerochaete sordida,2010,0,1,54,1,5,7727.0,152.0,0.0,0,10
The resource investigation and ecological distribution of mycorrhizal fungi associated with Camellia oleifera,2010,1,1,54,1,4,7727.0,152.0,0.0,0,12
Genetic diversity and conservation strategies of amphioxus Branchiostoma belcheri (gray) populations,2010,0,1,54,1,3,7727.0,152.0,0.0,0,17
Effect of Asparagus Polysaccharide on the Number and Activity of Erythrocyte Complement Receptor 1(CD35) of S180 Mice,2010,1,1,54,1,3,7727.0,152.0,0.0,0,8
Effects of alleviating the toxicity of arsenic to wheat by adding nitrogen and phosphorus fertilizers in polluted soil,2010,0,1,54,1,6,7727.0,152.0,0.0,0,10
"Study on HepG-2 apoptosis induced by saponins isolated from asparagus and the effects on the activities of caspase-3,8,9",2010,0,1,54,1,5,7727.0,152.0,0.0,0,14
The Effect of miR-338-3p on HBx Deletion-Mutant (HBx-d382) Mediated Liver-Cell Proliferation through CyclinD1 Regulation,2012,31,1,351,1,7,726.0,685.0,0.839,0,16
IKKalpha-mediated biogenesis of miR-196a through interaction with Drosha regulates the sensitivity of cancer cells to radiotherapy,2016,2,1,42,1,18,1008.0,10.0,4.102,0,30
BMP2-Smad-Mediated SH-SY5Y Neuroblastoma Cell Proliferation and Neurite Outgrowth Are Regulated Through Dynamin-Dependent Endocytosis,2014,0,1,474,1,10,3505.0,28.0,1.339,0,102
Identifying the inhibitory mechanism of apigenin on the insulin ligandâreceptor binding,2015,0,1,397,1,1,323.0,2.0,0.0,0,16
Magnetic field processing time on super-weak luminescence of plant leaves,2010,0,1,2,1,2,7727.0,89.0,0.0,0,8
Study of Effect of Salvianolic Acid B on Motor Function Recovery in Rats with Spinal Cord Injury,2014,5,1,1286,1,5,4115.0,193.0,0.656,0,9
Exercise improves insulin sensitivity may through reduction of inflammation and oxidative stress on adipose tissue,2010,0,1,5,1,2,7727.0,62.0,0.0,0,110
Atorvastatin protects cardiomyocytes against OGD/R-induced apoptosis by inhibiting miR-199a-5p,2017,3,1,65,1,5,445.0,135.0,0.781,0,47
"The complete mitochondrial genome of the tobacco budworm, Helicoverpa assulta",2014,2,1,1005,1,5,1069.0,4.0,0.0,0,12
Structural Basis of the Substrate Specificity and Enzyme Catalysis of a Papaver somniferum Tyrosine Decarboxylase,2017,2,1,19,1,7,246.0,2.0,1.232,0,8
Liquid Fermentation of Ganoderma applanatum and Antioxidant Activity of Exopolysaccharides,2015,7,1,487,1,4,65.0,18.0,0.0,0,4
Isolation and Characterization of an Aeromonas punctata Bacteriophage,2015,1,1,487,1,4,65.0,18.0,0.0,0,4
Simultaneous dual-color light sheet fluorescence imaging flow cytometry for highthroughput marine phytoplankton analysis:,2017,2,1,64,1,2,25.0,5.0,0.998,0,7
Cathepsin B inhibition attenuates cardiac dysfunction and remodeling following myocardial infarction by inhibiting the NLRP3 pathway,2013,29,1,1628,1,4,445.0,135.0,0.781,0,6
Geraniin inhibits TNF-alpha-induced impairments of osteogenesis through NF-kappaB and p38 MAPK signalling pathways in bone marrow stem cells,2017,14,1,80,1,3,78.0,1.0,1.857,0,4
EMT Phenotype is Induced by Increased Src Kinase Activity via Src-Mediated Caspase-8 Phosphorylation,2012,10,1,1706,1,5,75.0,115.0,0.733,0,14
Activated K-Ras and INK4a/Arf deficiency promote aggressiveness of pancreatic cancer by induction of EMT consistent with cancer stem cell phenotype,2012,40,1,1302,1,8,2080.0,119.0,1.321,0,162
The role of specific PP2A complexes in the dephosphorylation of yH2AX,2014,2,1,118,1,20,37.0,23.0,1.587,0,107
Spectral Features and Regression Model of Mine Vegetation in the Press of Heavy Metal,2010,2,1,2,1,4,7727.0,213.0,0.0,0,4
A Virus Evolutionary Honeybee Mating Optimization,2010,0,1,2,1,2,7727.0,213.0,0.0,0,18
Myosin VI contributes to malignant proliferation of human glioma cells,2016,7,1,546,1,3,2.0,3.0,0.0,0,10
"Astragalus saponins affect proliferation, invasion and apoptosis of gastric cancer BGC-823 cells",2013,42,1,1354,1,6,189.0,37.0,0.697,0,101
Arabidopsis AUGMIN Subunit 8 Is a Microtubule Plus-End Binding Protein That Promotes Microtubule Reorientation in Hypocotyls,2013,22,1,1494,1,7,20.0,10.0,0.0,0,18
Long Noncoding RNA KIAA0125 Potentiates Cell Migration and Invasion in Gallbladder Cancer,2014,12,1,1103,1,6,4115.0,193.0,0.656,0,100
High Expression of PTGR1 Promotes NSCLC Cell Growth via Positive Regulation of Cyclin-Dependent Protein Kinase Complex,2016,8,1,428,1,4,4115.0,193.0,0.656,0,25
Effect of phentolamine on myocardial extracellular matrix of cardiac remodeling in rats,2014,0,1,871,1,4,4020.0,4.0,0.0,0,9
Analysis of Steering Angle under Driving Fatigue,2010,1,1,2,1,2,7727.0,213.0,0.0,0,2
Creating Competitive Advantage Through Customer Knowledge Management in Customer Relationship Management,2011,4,1,11,1,3,7727.0,1239.0,0.0,0,6
A Study on the Course of East Asian Financial Cooperation and the Way to RMB Internationalization,2011,0,1,11,1,2,7727.0,1239.0,0.0,0,18
ATAD3 Is a Limiting Factor in Mitochondrial Biogenesis and Adipogenesis of White Adipocyte-Like 3T3-L1 Cells,2014,5,1,997,1,10,141.0,36.0,1.452,0,17
Discussion on the Construction of the Biotechnology Patent Pool â From the Aspect of the Tragedy of Anti-commons,2011,0,1,11,1,1,7727.0,1239.0,0.0,0,2
p53-induced Rap2B positively regulates migration in cells exposed to glucose deprivation,2015,0,1,250,1,4,2080.0,4.0,1.034,0,4
"Sannastatin, a novel toxic macrolactam polyketide glycoside produced by actinomycete Streptomyces sannanensis",2011,18,1,2287,1,4,4020.0,8.0,0.0,0,4
A Study of Distribution Variation of Chlorophyll a and Regulatory Effects of Environmental Factors in the Yellow Sea Nearshore Area of Shandong Province,2011,0,1,11,1,4,7727.0,1239.0,0.0,0,2
Analysis on the Relationship Between Petroleum Consumption and Economic Growth in China,2011,0,1,11,1,1,7727.0,1239.0,0.0,0,39
Inventory Management with Unreliable Suppliers,2011,0,1,11,1,3,7727.0,1239.0,0.0,0,5
The Analysis on the Supply of Forest Eco-products,2011,0,1,11,1,3,7727.0,1239.0,0.0,0,3
Factors of Tourist Destination Perceptive Images,2011,0,1,11,1,1,7727.0,1239.0,0.0,0,1
Production of interleukin-4 in CD133+ cervical cancer stem cells promotes resistance to apoptosis and initiates tumor growth,2016,5,1,73,1,7,445.0,135.0,0.781,0,27
Systemic delivery of synthetic microRNA-451 is an effective therapeutic strategy for the treatment of lung cancer,2015,4,1,499,1,2,445.0,41.0,1.167,0,4
Common genetic variants in microRNA processing machinery genes are associated with risk and survival in patients with osteosarcoma,2015,2,1,323,0,5,3505.0,2.0,0.0,0,11
DNA-guided genome editing using the Natronobacterium gregoryi Argonaute,2016,129,1,537,1,5,143.0,5.0,18.117,0,27
Role of death receptors in the regulation of hepatocyte proliferation and apoptosis during rat liver regeneration,2015,7,1,255,1,4,24.0,24.0,0.0,0,9
"Inhibitory effects of ethyl pyruvate administration on human gastric cancer growth, via regulation of the HMGB1-RAGE and Akt pathways in vitro and in vivo",2012,32,1,1509,1,5,445.0,108.0,0.864,0,65
Effects of the eukaryotic initiation factor 6 gene on expression levels of inflammatory mediators in M2 macrophages during scar repair,2016,2,1,447,1,6,445.0,135.0,0.781,0,27
Application of Food-specific IgG Antibody Detection in Allergy Dermatosis,2015,8,1,365,1,6,76.0,5.0,0.116,0,19
Sophocarpine displays anti-inflammatory effect via inhibiting TLR4 and TLR4 downstream pathways on LPS-induced mastitis in the mammary gland of mice,2016,11,1,267,1,8,4020.0,34.0,1.167,0,8
TIEG1 suppression enhances the therapeutic efficacy of human adipose-derived mesenchymal stem cells in myocardial infarct repair,2016,1,1,0,0,3,3505.0,3.0,0.574,0,3
MicroRNA-212 targets FOXA1 and suppresses the proliferation and invasion of intrahepatic cholangiocarcinoma cells,2016,4,1,349,1,9,445.0,54.0,0.0,0,39
Effect of Sound Stimulation on Cell Cycle of Chrysanthemum (Gerbera jamesonii),2003,18,1,5384,1,5,4020.0,6.0,0.91,0,5
Does Ovarian Stimulation for IVF Increase Gynaecological Cancer Risk? A Systematic Review and Meta-analysis,2015,16,1,368,1,4,4020.0,6.0,1.214,0,41
Discovery of a Novel Inhibitory Mechanism of Kaempferol on TGF-Ã Ligand-receptor Interaction by Single-molecule Techniques,2015,0,1,109,1,3,3505.0,9.0,0.519,0,21
A pair of transposon-derived proteins regulate active DNA demethylation in Arabidopsis,2016,0,1,49,1,10,2080.0,22.0,0.0,0,81
Cyanidin 3-O-Ã-Glucoside Ameliorates Ethanol-Induced Acute Liver Injury by Attenuating Oxidative Stress and Apoptosis: The Role of SIRT1/FOXO1 Signaling,2016,17,1,174,1,6,2080.0,1.0,0.0,0,24
Tanshinone IIA Pretreatment Renders Free Flaps against Hypoxic Injury through Activating Wnt Signaling and Upregulating Stem Cell-Related Biomarkers,2014,4,1,618,1,10,170.0,17.0,1.179,0,10
Sulforaphane Restores Oxidative Stress Induced by Di-n-butylphthalate in Testicular Leydig Cells With Low Basal Reactive Oxygen Species Levels,2014,10,1,573,1,10,4020.0,4.0,0.703,0,214
FAM172A expression in circulating tumor cells for prediction of high-risk subgroups of colorectal cancer,2016,0,1,161,1,7,487.0,192.0,0.81,0,51
The coexpression of EphB4 and EphrinB2 is associated with poor prognosis in HER2-positive breast cancer,2017,8,1,36,1,8,487.0,192.0,0.81,0,16
TGF-Ã Regulates Survivin to Affect Cell Cycle and the Expression of EGFR and MMP9 in Glioblastoma,2015,16,1,839,0,10,3505.0,28.0,1.339,0,24
Disruption of human papillomavirus 16 E6 gene by clustered regularly interspaced short palindromic repeat/Cas system in human cervical cancer cells,2014,37,1,777,1,12,487.0,192.0,0.81,0,89
MiR-19 regulates breast cancer cell aggressiveness by targeting profilin 1,2017,4,1,336,0,4,2080.0,29.0,1.208,0,7
Decidual vascular endothelial cells promote maternal-fetal immune tolerance by inducing regulatory T cells through canonical Notch1 signaling,2015,6,1,368,0,4,143.0,2.0,1.174,0,10
Androgen receptor CAG and GGN repeat length variation contributes more to the tumorigenesis of osteosarcoma,2016,3,1,361,1,4,48.0,37.0,0.789,0,7
Effect of transplantation of BMMSCs on pathological change of gastric precancerous lesions of rats,2015,0,1,687,1,5,4020.0,4.0,0.0,0,54
Effect of thioredoxin-interacting protein on Wnt/Ã-catenin signaling pathway and diabetic myocardial infarction,2015,6,1,687,1,5,4020.0,4.0,0.0,0,30
Relationship of Serum Heart-Type Fatty Acid-Binding Protein Levels and Cerebral Infarction: a Meta-analysis,2014,0,1,323,1,13,3505.0,28.0,1.339,0,41
Prognostic Significance of Osteopontin and Carbonic Anhydrase 9 in Human Brain Tumors: A Meta-Analysis,2014,0,1,298,1,9,3505.0,28.0,1.339,0,27
VEGF Silencing Inhibits Human Osteosarcoma Angiogenesis and Promotes Cell Apoptosis via PI3K/AKT Signaling Pathway,2015,19,1,695,0,5,3505.0,14.0,0.596,0,18
Nuclear Protein C23 on the Cell Surface Plays an Important Role in Activation of CXCR4 Signaling in Glioblastoma,2014,13,1,1077,1,11,3505.0,28.0,1.339,0,48
GelsemiumElegansBenth alkaloids extract induced cell cycle arrest resulting in anti-proliferation and pro-apoptosis effects on SMMC-7721 cells in vitro and in vivo,2014,0,1,265,1,4,3505.0,40.0,0.649,0,17
Effects of Common Polymorphisms in the MTHFR and ACE Genes on Diabetic Peripheral Neuropathy Progression: a Meta-Analysis,2014,1,1,265,1,7,3505.0,28.0,1.339,0,17
CXCL12/CXCR4 Axis Upregulates Twist to Induce EMT in Human Glioblastoma,2015,31,1,680,1,8,3505.0,28.0,1.339,0,31
Cotransplantation of human umbilical cord mesenchymal and haplo-hematopoietic stem cells in patients with severe aplastic anemia,2014,1,1,271,1,10,3505.0,3.0,0.485,0,18
Correlation of Promoter Methylation in the MGMT Gene with Glioma Risk and Prognosis: A Meta-analysis,2014,6,1,315,1,3,3505.0,28.0,1.339,0,5
Hypericin-mediated photodynamic therapy induces apoptosis of myoloma SP2/0 cells depended on caspase activity in vitro,2014,4,1,187,1,5,189.0,37.0,1.257,0,6
Effects of Phosphorus Nutrient on the Hydraulic Conductivity of Sorghum (Sorghum vulgare Pers.) Seedling Roots Under Water Deficiency,2005,13,1,666,1,4,2080.0,3.0,3.028,0,4
Secretory pathway Ca2+-ATPase isoform 1 knockdown promotes Golgi apparatus stress injury in a mouse model of focal cerebral ischemia-reperfusion: In vivo and in vitro study,2016,2,1,102,1,10,4020.0,19.0,0.832,0,25
Apoptotic Effects of Rotundic Acid on Human Esophagus and Lung Cancer Cells,2016,1,1,415,1,3,880.0,3.0,0.687,0,6
"Synthesis, structure and antitumor activity of dibutyltin oxide complexes with 5-fluorouracil derivatives. Crystal structure of [(5-fluorouracil)-1- CH2CH2COOSn(n-Bu)2]4O2",2001,14,1,730,1,6,23.0,5.0,0.744,0,19
Norcantharidin modulates miR-655-regulated SENP6 protein translation to suppresses invasion of glioblastoma cells,2015,1,1,512,1,7,3505.0,180.0,0.0,0,70
MiR-429 induces apoptosis of glioblastoma cell through Bcl-2,2015,2,1,540,1,7,3505.0,180.0,0.0,0,70
MiR-429 regulates gastric cancer cell invasiveness through ZEB proteins,2015,5,1,553,1,4,3505.0,180.0,0.0,0,64
Effects of radiotherapy on nasopharyngeal carcinoma cell invasiveness,2015,1,1,600,1,5,3505.0,180.0,0.0,0,6
Regulation of activating protein-4-associated metastases of non-small cell lung cancer cells by miR-144,2015,11,1,621,1,6,3505.0,180.0,0.0,0,89
"Fishing gear, methods and protection of fisheries resources in Yangtze River",2009,0,1,40,0,3,7727.0,272.0,0.0,0,6
MiR-200 suppresses metastases of colorectal cancer through ZEB1,2015,10,1,713,1,4,3505.0,180.0,0.0,0,36
miR-203 suppression in gastric carcinoma promotes Slug-mediated cancer metastasis,2015,4,1,639,1,5,3505.0,180.0,0.0,0,6
Ginsenoside Rh2 inhibits invasiveness of glioblastoma through modulation of VEGF-A,2015,5,1,631,1,5,3505.0,180.0,0.0,0,14
Octamer transcription factor 1 mediates epithelial-mesenchymal transition in colorectal cancer,2015,12,1,644,1,4,3505.0,180.0,0.0,0,12
Overexpression of SphK1 enhances cell proliferation and invasion in triple-negative breast cancer via the PI3K/AKT signaling pathway,2016,27,1,230,1,7,3505.0,180.0,0.0,0,117
Low p21 level is necessary for the suppressive effects of micoRNA-31 on glioma cell migration and invasion,2016,0,1,454,1,6,3505.0,180.0,0.0,0,9
MicroRNA-144 mediates metabolic shift in ovarian cancer cells by directly targeting Glut1,2015,18,1,525,1,6,3505.0,180.0,0.0,0,29
Overexpression of OCT4 contributes to progression of hepatocellular carcinoma,2015,6,1,540,1,6,3505.0,180.0,0.0,0,19
In vivo and in vitro antithrombus activities of depolymerized holothurian polysaccharides,2016,5,1,79,1,4,4020.0,11.0,1.245,0,27
MicroRNA-4656 is a prognostic factor and tumor suppressor in human pancreatic cancer through a downstream target of TrkA,2017,2,1,5,1,6,2080.0,4.0,0.0,0,21
Modification of TAK1 by O-linked N-acetylglucosamine facilitates TAK1 activation and promotes M1 macrophage polarization,2016,10,1,286,1,12,4020.0,5.0,1.317,0,28
Research on Multi-objective Talented Factors Based Genetic Algorithm,2009,0,1,45,1,2,7727.0,28.0,0.0,0,14
Role of MicroRNA 30a Targeting Insulin Receptor Substrate 2 in Colorectal Tumorigenesis,2015,48,1,576,1,16,141.0,36.0,1.452,0,123
Identification of Novel Biomarkers for Pancreatic Cancer Using Integrated Transcriptomics With Functional Pathways Analysis,2016,0,1,1685,1,8,2080.0,119.0,1.321,0,51
The Critical Role of SRPK1 in EMT of Human Glioblastoma in the Spinal Cord,2016,4,1,489,1,7,3505.0,28.0,1.339,0,30
Structure-based development and optimization of therapy antibody drugs against TNFa,2015,0,1,182,1,9,3505.0,2.0,0.731,0,19
The Clinical Implications of Human Telomerase Reverse Transcriptase Expression in Grade and Prognosis of Gliomas: a Systematic Review and Meta-analysis,2015,4,1,959,1,8,3505.0,28.0,1.339,0,78
Significance of Increased Serum Interleukin-18 Levels in Stroke Patients: A Meta-Analysis,2014,0,1,264,1,6,3505.0,28.0,1.339,0,12
SDF-1/CXCR4 Axis Regulates Cell Cycle Progression and Epithelial-Mesenchymal Transition via Up-regulation of Survivin in Glioblastoma,2014,29,1,875,1,10,3505.0,28.0,1.339,0,35
Exogenous IL-4-Expressing Bone Marrow Mesenchymal Stem Cells for the Treatment of Autoimmune Sensorineural Hearing Loss in a Guinea Pig Model,2017,15,1,82,1,4,4115.0,193.0,0.656,0,15
The critical role of HMGA2 in regulation of EMT in epithelial ovarian carcinomas,2015,12,1,652,1,6,3505.0,180.0,0.0,0,53
